old	new	status
GLEGKOHHHLK	GetNodeIDByName	applied_or_already_applied
GLGBHNDMIOD	EndRoundType	applied_or_already_applied
GLHNJLHMMAL	_fadeDuration	applied_or_already_applied
GLHOAHDGCHM	_disposed	applied_or_already_applied
GLJCJGIFIEP	InterruptFramesSeted	applied_or_already_applied
GLKICNEJNMC	OnEveryFrame	applied_or_already_applied
GLLDMAEHKEL	ChooseAnimations	applied_or_already_applied
GLNMEMGNAEK	PostStringMode	applied_or_already_applied
GMCCKOAODLC	CheckPlatform	applied_or_already_applied
GMCPGDDGHIE	CombineHashCodes	applied_or_already_applied
GMDJHDKFFJP	RulePassed	applied_or_already_applied
GMEPDPONIGC	GetMatches	applied_or_already_applied
GMFKNNDOKGG	ReadFromStream	applied_or_already_applied
GMGFMBMBBHD	preallocatedSize	applied_or_already_applied
GMGMPKBIIEI	innerTime	applied_or_already_applied
GMLEEHDBJHP	set_ElementType	applied_or_already_applied
GMMIPBHKOHM	AddRange	applied_or_already_applied
GMPCCGCABHM	GetAssetsData	applied_or_already_applied
GNCBNIMEEHA	SealsController	applied_or_already_applied
GNCMCDCHDLP	GetCurrentDirectionToEnemy	applied_or_already_applied
GNDCOACDMKK	automaton_stack	applied_or_already_applied
GNDGEEGBCEG	WriteByteUnaligned	applied_or_already_applied
GNEGBBJJKAI	_btns	applied_or_already_applied
GNEJMMGFCNF	QuestActionBuyPack	applied_or_already_applied
GNEMDPFDMNP	set_Alias	applied_or_already_applied
GNGECGHFHHO	_IterativeProcess	applied_or_already_applied
GNGFFPABCOF	DailyDebugTime	applied_or_already_applied
GNHPIIBNCKB	set_SelectedCell	applied_or_already_applied
GNIBCDMFMPC	_text	applied_or_already_applied
GNIFCJBBJGN	set_AdditionalQueryParams	applied_or_already_applied
GNJIHPCNFJA	GroupLabel	applied_or_already_applied
GNKABIHKLBF	Intersection	applied_or_already_applied
GNKEMCIMCHH	GetCritical	applied_or_already_applied
GNKOLNPFEBJ	StopAndStartTimer	applied_or_already_applied
GNLHPICNLLA	ParseBool	applied_or_already_applied
GNOKLKDKGPP	_expectedValueEmpty	applied_or_already_applied
GNPKLFKPLCM	DefaultTagDirectives	applied_or_already_applied
GNPONCCEEBP	CompareQualityCondition	applied_or_already_applied
GOAKOMPAIMG	reverseBits	applied_or_already_applied
GOALCJBBAIF	CanUsePerk	applied_or_already_applied
GOAPEKACKFG	MoveByVelocity	applied_or_already_applied
GOEFFCAAOBG	OnKeyPress	applied_or_already_applied
GOEOEJGAEIN	Check	applied_or_already_applied
GOGPDPJKGFP	set_AnimationFinishFrame	applied_or_already_applied
GOHIIMFFFJI	name	applied_or_already_applied
GOJCGMLMNBK	UpdateLockItems	applied_or_already_applied
GOKFICMCIGK	MapButtonController	applied_or_already_applied
GOOGNIPMCEM	Intervals	applied_or_already_applied
GPCGDCFEBNJ	_myTimer	applied_or_already_applied
GPCNMMACBHE	ReverseBits	applied_or_already_applied
GPDLBJEMCEB	SetMoveTemplate	applied_or_already_applied
GPGCCLPIDMK	M	applied_or_already_applied
GPGNOGNPPIM	CalculateLinearChance	applied_or_already_applied
GPJNJLFJPCN	_IsPaused	applied_or_already_applied
GPONJBDHIEP	GetRandomFlag	applied_or_already_applied
HAAGAJECLJL	Closest	applied_or_already_applied
HABBBEODFGF	ComplexArray	applied_or_already_applied
HADJGKKMBJN	UpdateMagicCharge	applied_or_already_applied
HADPKILINIE	set_IsFinal	applied_or_already_applied
HAEBJHBAFIJ	SetDistanceAlign	applied_or_already_applied
HAFCHPEPIPA	SetVolumeToChannel	applied_or_already_applied
HAFJEMPOMFM	_Id	applied_or_already_applied
HAHDBEECDNI	get_MoveLengthIntervalsExtended	applied_or_already_applied
HAJBPPLCAIC	set_Data	applied_or_already_applied
HAMNNOFDAPC	RemoveRule	applied_or_already_applied
HANAKBKLEME	send_all_trees	applied_or_already_applied
HANIJAGMCMJ	Buffer	applied_or_already_applied
HAOAKCMICNB	ToString	applied_or_already_applied
HAPBBJDFMGM	set_FightIDS	applied_or_already_applied
HBABDKHDIJG	isRewriteHashes	applied_or_already_applied
HBAELAPNMGE	SendOnNextFrameCorutine	applied_or_already_applied
HBCHFNADCEP	SafeStringLength	applied_or_already_applied
HBCKKEFCDPB	_MapMaskColor	applied_or_already_applied
HBGAAAEPIFP	IsThrowingState	applied_or_already_applied
HBGBGKDAPON	QuestActionSetRaidInfoTutorialStep	applied_or_already_applied
HBGDJLBODAM	EncryptDoubleValue	applied_or_already_applied
HBIFPNOJFGD	DenominateItems	applied_or_already_applied
HBIJINMAAGC	inst_long	applied_or_already_applied
HBKFKINKOEG	Vertices	applied_or_already_applied
HBKKKPNIHHG	StartRangedEnemy	applied_or_already_applied
HBMKIBFLKOA	objectsByAnchor	applied_or_already_applied
HBOLOJHHHMG	set_Muted	applied_or_already_applied
HCGDOMCCFPO	ProcessNumber	applied_or_already_applied
HCJFGJKJMEF	GetBody	applied_or_already_applied
HCLABEOLHHC	ConditionHealth	applied_or_already_applied
HCLNLIHADBD	AddIDs	applied_or_already_applied
HCMLGHBJPLG	_Exists	applied_or_already_applied
HCNLBHJMHAN	IsDistanceWithin	applied_or_already_applied
HCOKIBKLMOG	AddAttachmentFromServer	applied_or_already_applied
HDAECKJEMMK	p_event	applied_or_already_applied
HDFMGLEADIG	Log	applied_or_already_applied
HDINENBBBIC	showZoomEffectCount	applied_or_already_applied
HDNKCOKEGKJ	_hasRandomSeed	applied_or_already_applied
HDOBKKINEPA	_fightsNames	applied_or_already_applied
HDOCEMPGDIC	Interframes	applied_or_already_applied
HEAFOEFMMFA	ProcessEscChar	applied_or_already_applied
HEBGCKMBEOM	_tr_tally	applied_or_already_applied
HEBPNANMBJF	resultNumber	applied_or_already_applied
HEEDDKBLNCF	SetAvailable	applied_or_already_applied
HEEPOHABMLN	_spacing	applied_or_already_applied
HEFJLOMNIPL	isRenderCamera	applied_or_already_applied
HEFNADHLEIE	ShuffleList	applied_or_already_applied
HEICPPCKGLL	SetFileNames	applied_or_already_applied
HEIGLNGHGHL	GetVector3	applied_or_already_applied
HEINPOGHLEN	Contains	applied_or_already_applied
HEJHCEMNFDK	IsSecureProtocol	applied_or_already_applied
HEJMCJKDEHI	delims	applied_or_already_applied
HEJODAELBGM	FILE_PATH_PERK_ACTIVATION_AREA	applied_or_already_applied
HEJOGCAEJMC	GetCrc32	applied_or_already_applied
HEOCIOGMDKG	LocationSelector	applied_or_already_applied
HEPEOCEMMAJ	_volumesByClips	applied_or_already_applied
HFDAGGPDMEL	Locker	applied_or_already_applied
HFDKKKDNANL	QuestActionShowRaidFightTutorial	applied_or_already_applied
HFDOBLNECKO	SetDecisionList	applied_or_already_applied
HFGODNJELAE	ScanTagHandle	applied_or_already_applied
HFIDNCBBMEO	GetTotalDamage	applied_or_already_applied
HFIIPNLCIEE	IntervalAttack	applied_or_already_applied
HFILCLMKABD	QuestActionShowSetTutorial	applied_or_already_applied
HFJGDINOKLG	GetEndOfFunc	applied_or_already_applied
HFKPJPBCIEK	StyleGain	applied_or_already_applied
HFLBDGJHEIA	QuestActionEclipseMode	applied_or_already_applied
HFLLBMGBIBL	NewFrame	applied_or_already_applied
HFNMFBHDFOL	RepeatTime	applied_or_already_applied
HFNPFNEILDD	FileNames	applied_or_already_applied
HFOPEMOFEEN	LogStart	applied_or_already_applied
HGHFGNNDMNG	_cache	applied_or_already_applied
HGIKOKGHMGC	RefreshTacticParamWithRaidData	applied_or_already_applied
HGJEAICHMJF	GetFrameByFrameIndex	applied_or_already_applied
HGOLHBNDKFG	QuestActionShop	applied_or_already_applied
HGOODCGIEFM	TryGetAnchor	applied_or_already_applied
HHBIHGJAOEA	_activePerksContainer	applied_or_already_applied
HHCOONFCMEN	GetConvOp	applied_or_already_applied
HHDAKOMILBK	Emit	applied_or_already_applied
HHDLBLGIFAL	max_nesting_depth	applied_or_already_applied
HHFJFOAMCIJ	set_ShowExpiration	applied_or_already_applied
HHGLEIDKGEB	set_ButtonName	applied_or_already_applied
HHGPIJFMNNJ	_NewsCounter	applied_or_already_applied
HHICAMNBLMM	RulesInspector	applied_or_already_applied
HHIMIEDLCNH	add_ValueAvailable	applied_or_already_applied
HHKMDIJFAEB	set_PingFrequency	applied_or_already_applied
HHMDDFCJDEO	PerkActionClearAction	applied_or_already_applied
HHOJHNPKKFB	ConditionCompare	applied_or_already_applied
HHPAEJNAAMB	QuestActionChangeScene	applied_or_already_applied
HIAIEMFHBAH	PerkConditionPain	applied_or_already_applied
HIAIFKNJIKH	kBitModelTotal	applied_or_already_applied
HIAMOMGNEKK	set_RootCacheFolderProvider	applied_or_already_applied
HIANNNJHHGC	_ignoreUnmatched	applied_or_already_applied
HIBNMFPHFGH	_holdRoutine	applied_or_already_applied
HICOKBJDFLE	StatisticCrazyStyleToString	applied_or_already_applied
HIEDJENPKFD	set_Datapath	applied_or_already_applied
HIFKAIPDKMJ	_items	applied_or_already_applied
HIIMAPAMIMG	StopTimerWithMessage	applied_or_already_applied
HIKAHIOIHIA	QuestActionForge	applied_or_already_applied
HILMPLLCCHG	CreateUnityObject	applied_or_already_applied
HIMLBDALMPH	ToJsonData	applied_or_already_applied
HINCIIBDBIH	get_QuickAttacks	applied_or_already_applied
HIPPDEFEJDG	_solid	applied_or_already_applied
HJAAEFFJHDE	set_ShiftWallDelta	applied_or_already_applied
HJACPPDCBBK	Unregister	applied_or_already_applied
HJELJPEPPFF	get_Type	applied_or_already_applied
HJHHGDJEJDD	nowInterval	applied_or_already_applied
HJHHIDEGLLH	Images	applied_or_already_applied
HJKFKFBAKFL	GetPublicInstanceProperties	applied_or_already_applied
HJNFKGMMLMA	set_Sign	applied_or_already_applied
HJODCJAAMBM	set_BodyLength	applied_or_already_applied
HJPHCMLIHKD	color	applied_or_already_applied
HKAIEFPJJBL	GetObjects	applied_or_already_applied
HKCEDKFOGMB	IsType	applied_or_already_applied
HKDHHIFNDPO	ParseParticleEffect	applied_or_already_applied
HKDOEEKAHNP	InitializeInflate	applied_or_already_applied
HKIFDGCAKHL	ClientArea	applied_or_already_applied
HKLNNHLAIHI	_Line	applied_or_already_applied
HKLPIFGKOBC	GetTacticsTableName	applied_or_already_applied
HKPPBKPJOEO	node	applied_or_already_applied
HLAIPKFHEEL	lastTypingTime	applied_or_already_applied
HLIPHPHKCJJ	IterativeLine	applied_or_already_applied
HLMGPDHHHJA	Point	applied_or_already_applied
HLMNLHNFPJD	PlayMusic	applied_or_already_applied
HLOEMFIDDNK	Call	applied_or_already_applied
HLOHBEFNOCK	ColorsSimilar	applied_or_already_applied
HLOKKEGJAPA	IsWeaponOrder	applied_or_already_applied
HLPACMGGHMN	FindNearestEnemy	applied_or_already_applied
HMCMFCDHGIG	nowPos64	applied_or_already_applied
HMEBALIPOLB	GetIndexExtension	applied_or_already_applied
HMENJPEPPMA	_CommandArgsSeparator	applied_or_already_applied
HMGJIBIKCJN	_Names	applied_or_already_applied
HMGKKGANOAL	showButon	applied_or_already_applied
HMGKPIKGKLJ	PutPerkFromRule	applied_or_already_applied
HMKAIPMCOOL	set_ReturnValue	applied_or_already_applied
HMKFBKHNPJN	SetInFightRule	applied_or_already_applied
HMKMGAAFOIA	OnProgressContent	applied_or_already_applied
HMLPAAMALAA	p_onDownloadComplete	applied_or_already_applied
HMMAAGOEFKO	allowDoubles	applied_or_already_applied
HMOBDIFKBBO	_RequestTimeout	applied_or_already_applied
HNAEGOCHIAP	ClearModules	applied_or_already_applied
HNAEMEBLFOL	ChangeTactic	applied_or_already_applied
HNLBIPKJEAD	ActionStopSound	applied_or_already_applied
HNLPMBIHHID	SetBufferFrame	applied_or_already_applied
HOAOKBFAGNP	builder	applied_or_already_applied
HOAPOKODJAM	bi_buf	applied_or_already_applied
HOCNKOKJMJM	ConfigureCellWithRowAtEnd	applied_or_already_applied
HOGFLOLGGOL	Label	applied_or_already_applied
HOJKNNDIJLH	set_MustRevalidate	applied_or_already_applied
HOKGPEPKEIP	get_Evades	applied_or_already_applied
HOOAIFDBNOP	GetPublicProperties	applied_or_already_applied
HPBKBDHFPFD	IsMissileAnimation	applied_or_already_applied
HPIMFFJGOCE	IncreaseExp	applied_or_already_applied
HPKMLIKNBMH	ProcedPerks	applied_or_already_applied
HPLAPECFFHO	CopyNodeToNode	applied_or_already_applied
HPLGLAKMGJJ	set_AdditionalDamageValue	applied_or_already_applied
HPMFGAADLGE	Reset	applied_or_already_applied
HPOBJPMAOHJ	QuestActionShowForgeTutorial	applied_or_already_applied
IACKPMNLOCO	_Shader	applied_or_already_applied
IADFHLDKOJP	OnGetHit	applied_or_already_applied
IADLPBPGLKO	check	applied_or_already_applied
IAEEPHNBLCB	ComboCounter	applied_or_already_applied
IAEGEMIJHOI	DateString	applied_or_already_applied
IAFOBLCPEGI	SafeEquals	applied_or_already_applied
IAGJPAKENMA	OnStopAnimation	applied_or_already_applied
IAKGPAEKDPK	_endFightRule	applied_or_already_applied
IALLOBDDADG	Train	applied_or_already_applied
IALPNLPPCPC	set_Label	applied_or_already_applied
IAMGPLGBBGH	IsBackWall	applied_or_already_applied
IANIIBNGADG	Distance	applied_or_already_applied
IBAKGGEHODB	GetByte	applied_or_already_applied
IBBABKIBJKD	PutByte	applied_or_already_applied
IBBAMMHHBFE	resultSTR	applied_or_already_applied
IBBCOBDLOPE	texturePath	applied_or_already_applied
IBBPKMIGFLI	ResetLastStrike	applied_or_already_applied
IBCHINNCNCD	GetPrice	applied_or_already_applied
IBDBOPLCONC	PrizeExp	applied_or_already_applied
IBDDNLALNGB	set_Position	applied_or_already_applied
IBDMDIMJDAN	HexToColor	applied_or_already_applied
IBGALNLGMKG	IsDistanceStrike	applied_or_already_applied
IBHGDHFOAGF	_rulesAndWarriorsSet	applied_or_already_applied
IBLDAOOKJKK	EmailLog	applied_or_already_applied
IBLPCHIFCAD	_transform	applied_or_already_applied
IBMLMEOGKDG	set_IsReference	applied_or_already_applied
IBMNBEGDMBJ	_level	applied_or_already_applied
IBNANFOMBIJ	OnLoadAchievements	applied_or_already_applied
ICAAKPFLGOJ	inst_boolean	applied_or_already_applied
ICDAJKIADAN	timer	applied_or_already_applied
ICEDKKFLLIJ	Middle	applied_or_already_applied
ICKBPGGADNE	SpeedScrollAchievements	applied_or_already_applied
ICLOAGENLJG	TacticalTable	applied_or_already_applied
ICOBEDFHLAC	set_Counter	applied_or_already_applied
ICODBLFIOGM	_distances	applied_or_already_applied
ICPEILCKIPO	anchorsByObject	applied_or_already_applied
IDBFFDPLIPN	FindOption	applied_or_already_applied
IDBNIGDLPLK	HasRandomSeeds	applied_or_already_applied
IDCIPCJHOJO	TimeoutWinRule	applied_or_already_applied
IDDHECOKKJN	ConditionType	applied_or_already_applied
IDJMEJIOMCA	GetBlock	applied_or_already_applied
IDKBLENAMJL	HASH_ARRAY	applied_or_already_applied
IDLHOHGMADF	WriteUInt16	applied_or_already_applied
IDPFFJKGPAG	_lockLifeUpdate	applied_or_already_applied
IDPKJGEMIJE	ParseObject	applied_or_already_applied
IDPLCGEPILG	OnLoginComplete	applied_or_already_applied
IEBAHEFDAKE	GetRoot	applied_or_already_applied
IECKJGFDBHB	set_IsBackground	applied_or_already_applied
IECKJLGDPGE	SkipBits	applied_or_already_applied
IEEAGGDCHKF	Placeholder	applied_or_already_applied
IEGLLBNMMDI	MergeState	applied_or_already_applied
IEIKHFJOEDF	GetInt	applied_or_already_applied
IEJLEAJNCBI	Message	applied_or_already_applied
IEPLBLEOAGJ	_TemplateNames	applied_or_already_applied
IEPMMEMNAPA	OnIntervalEnd	applied_or_already_applied
IFANKCHCKBC	ObjecOrDefault	applied_or_already_applied
IFFNKHDEJJC	Weight	applied_or_already_applied
IFIABMOCGBJ	DecryptFileToBytes	applied_or_already_applied
IFKJHHPJPLP	path	applied_or_already_applied
IFLKABMONFI	ReadBuffer	applied_or_already_applied
IFLNMEMIDDF	RemoveIntervals	applied_or_already_applied
IFNCCIAKDHE	ReadChunked	applied_or_already_applied
IFNPGAFFDNC	Compare	applied_or_already_applied
IFOFMHOPAFJ	RenderPhysics	applied_or_already_applied
IFPGAFPIGNI	set_PollDelay	applied_or_already_applied
IFPJNICICPH	ColorToInt	applied_or_already_applied
IFPOAGEPNIJ	InitializationModule	applied_or_already_applied
IGANIGBNMHN	randomChance	applied_or_already_applied
IGDDHFCDELM	PerkActionSetModFrames	applied_or_already_applied
IGDFPECMFIO	OnHitEnemy	applied_or_already_applied
IGDNIECONNK	_leaveOpen	applied_or_already_applied
IGGAJIPNNLF	set_AiOn	applied_or_already_applied
IGIJKJNIDJH	anchors	applied_or_already_applied
IGJKMHMNBEA	GetRationForDifficult	applied_or_already_applied
IGMCKCHHACE	SetItemRules	applied_or_already_applied
IHAFBCJGALO	_QuestsManager	applied_or_already_applied
IHBFJCJBBAB	_nestedObject	applied_or_already_applied
IHCDKDONJLO	_FrameRound	applied_or_already_applied
IHCJALMGIJJ	get_BothBotEnabled	applied_or_already_applied
IHCNFFCFNLA	ApplyRules	applied_or_already_applied
IHCOMAADJKJ	ResetPressType	applied_or_already_applied
IHEPPCJBDND	AvatarRule	applied_or_already_applied
IHGGGFFBKBG	GetInfos	applied_or_already_applied
IHGPGHGOOLF	SetTransitions	applied_or_already_applied
IHJGAHMEPAI	SumWithRange	applied_or_already_applied
IHLDPBBNONH	_itemTypes	applied_or_already_applied
IHMKFDBMEIP	SetModelPosition	applied_or_already_applied
IHNDAICFOHD	UpdateLevel	applied_or_already_applied
IHNOMBLMLPP	Error	applied_or_already_applied
IHPBBHNIMIM	RetryCalled	applied_or_already_applied
IHPMGHJPLBP	index	applied_or_already_applied
IIBLGJPKFJN	MANY	applied_or_already_applied
IIBOBBLONII	ClearRules	applied_or_already_applied
IIDHHHECNMB	Iterative	applied_or_already_applied
IIDMMHBBBAE	Load	applied_or_already_applied
IIFFPBLOKKC	symbol	applied_or_already_applied
IIHKOGKDKOM	SetRowsCount	applied_or_already_applied
IIIHDHMOIGL	get_IsFightOver	applied_or_already_applied
IILPMMPBEON	PerkConditionRandom	applied_or_already_applied
IIOLOOBPDMF	_WeaponTypeList	applied_or_already_applied
IIPNJBOAFOP	UpdateLife	applied_or_already_applied
IJDNBCFFFPL	Invoke	applied_or_already_applied
IJFJJGMBGFB	StringFunctionSlice	applied_or_already_applied
IJHAMNBNKEC	GetKey	applied_or_already_applied
IJHEBECLLHK	RemovePerkInfoItemIfExist	applied_or_already_applied
IJIMLLIHKGN	reader	applied_or_already_applied
IJJBKMKADKE	_searchDirectory	applied_or_already_applied
IJMGECKNKMH	anchorValidator	applied_or_already_applied
IJPOBPOIEDH	SetDecoderProperties	applied_or_already_applied
IKALJHDMLCC	Send	applied_or_already_applied
IKBBCHBNOHK	get_TablesHoldersNew	applied_or_already_applied
IKBDIFFCADN	DrawFrame	applied_or_already_applied
IKFFHMFIGON	_notShowRateFights	applied_or_already_applied
IKFKGFNPPCI	CallKeyReleased	applied_or_already_applied
IKGEMHCFGGA	set_RoundStage	applied_or_already_applied
IKGJICOODJB	GetDelayByName	applied_or_already_applied
IKJIDFPAOME	IsStepName	applied_or_already_applied
IKJLKHEDDLJ	_dlg	applied_or_already_applied
IKKIPBNMJEI	detectionAction	applied_or_already_applied
IKNBNPEOAKP	DownloadFileRoutine	applied_or_already_applied
ILAALCJBOOI	_index	applied_or_already_applied
ILALPHKCLCA	sequence	applied_or_already_applied
ILANMPAHHEK	ActionHitEffect	applied_or_already_applied
ILBLGFOADCG	GetIndexByte	applied_or_already_applied
ILCCDINCICK	nodes	applied_or_already_applied
ILCEGPKAKAJ	_sequenceName	applied_or_already_applied
ILDBPGBFBDA	_frames	applied_or_already_applied
ILFKENOPEMA	get_EmergencyDodgesAnimations	applied_or_already_applied
ILHCBJBMDEK	CheckButtonRules	applied_or_already_applied
ILJBDOGEFEJ	set_MappedNameIDX	applied_or_already_applied
IMBKBPNPNHL	set_IsInFight	applied_or_already_applied
IMBMNGOOKLH	deviceIdHash	applied_or_already_applied
IMBNDCNHJDC	FindMatchFinder	applied_or_already_applied
IMCDMCKMPHL	NormalizeLinks	applied_or_already_applied
IMHAOACIABB	set_Headers	applied_or_already_applied
IMNKEBBJNKM	UpdateFactor	applied_or_already_applied
IMPHONCGFGP	CritProbablity	applied_or_already_applied
INAGOJCFEKO	_strikeRules	applied_or_already_applied
INALFMOMPBK	Islevel	applied_or_already_applied
INGDMNDFIKG	set_ReconnectAttempts	applied_or_already_applied
ININDCLJPAC	set_BufferSize	applied_or_already_applied
INJNCLFDJAG	QuestActionDeliver	applied_or_already_applied
INKPKKJOFPH	CompareVectorsWithTolerance	applied_or_already_applied
INLNLOGCBJC	order	applied_or_already_applied
INMPMLGPGCB	TricksController	applied_or_already_applied
INODIOJPNJH	Recipe	applied_or_already_applied
IOBPGAMINLA	GetDistanceModels	applied_or_already_applied
IOHAOMLJECE	Value	applied_or_already_applied
IOHBDONNBEI	SetSpriteFrame	applied_or_already_applied
IOJMCFPMLLA	GetItemRules	applied_or_already_applied
IOPIIDPENEA	roundDuration	applied_or_already_applied
IPDDOHPFNHE	musics	applied_or_already_applied
IPFILBIEBKE	GetRoundStage	applied_or_already_applied
IPFPCIKEPCG	ClosestVersion	applied_or_already_applied
IPGDMLHNOAF	IsFitBotAnimation	applied_or_already_applied
IPGOEPJPGLE	GetIntervals	applied_or_already_applied
IPIEEOBKJBP	_timeoutRules	applied_or_already_applied
IPKNDMINFMJ	ScreenType	applied_or_already_applied
IPMFKJKAKKE	GetResponseDelay	applied_or_already_applied
IPMPJGPHABK	GetSettingsXML	applied_or_already_applied
JAAIDEMLBDH	RetryCount	applied_or_already_applied
JAAIJLBLNPK	GetVector2	applied_or_already_applied
JABHECFBCNK	endOfStream	applied_or_already_applied
JABPHKIJKPI	READ_PHONE_STATE	applied_or_already_applied
JACHIDDAFMG	RenderRaidEndFight	applied_or_already_applied
JADAMMBKABJ	SetType	applied_or_already_applied
JADENNAEDKB	SetCurrentNode	applied_or_already_applied
JAFAMEDPAOJ	viewerFight	applied_or_already_applied
JAGEIEJLHPA	ReportProgress	applied_or_already_applied
JAKABJLEEIF	CopyBlock	applied_or_already_applied
JAKAMPCIEJE	_indexSlider	applied_or_already_applied
JAKJMLMLOJD	ParseLong	applied_or_already_applied
JAMCKLIKNFM	modelsColor	applied_or_already_applied
JAMGHMPHBMC	ApplyNoAnimationRules	applied_or_already_applied
JANIAFIBABK	AddLength	applied_or_already_applied
JANIHCNMDHA	isStopFight	applied_or_already_applied
JAODOFEMJMP	SetStreams	applied_or_already_applied
JAONFNGDAFK	WriteIndicator	applied_or_already_applied
JBBDEHKANCH	ResetRandomRules	applied_or_already_applied
JBDENECMGIB	_table	applied_or_already_applied
JBFGDNABHKD	CreateVersion	applied_or_already_applied
JBLNJACJCNE	l	applied_or_already_applied
JBMCDMNPILN	ArraysEquals	applied_or_already_applied
JBNLNKHKJIL	set_RenderedValue	applied_or_already_applied
JBNNHFGGMPE	Decrypt	applied_or_already_applied
JCEBJGGGDDF	IsExists	applied_or_already_applied
JCIPBHDNKJJ	ParseFloat	applied_or_already_applied
JCIPEGMMNNJ	set_Name	applied_or_already_applied
JCKHNJBNBAJ	QuestActionVariable	applied_or_already_applied
JCKKKPIJGIA	set_Tactics	applied_or_already_applied
JCMDJCKBDCM	chinaBreaks	applied_or_already_applied
JCMJHAGMFNC	QuestActionShowMapButton	applied_or_already_applied
JDANIGKANHK	NonSwitchStrings	applied_or_already_applied
JDHKIJEIDCO	EventTriggers	applied_or_already_applied
JDKMBAAJMKH	FRAMES_IN_SECOND	applied_or_already_applied
JDLFOFGJDIE	get_MagicAnimations	applied_or_already_applied
JDLLFCPGEME	ForgeManager	applied_or_already_applied
JDLNPHBNLLF	URL	applied_or_already_applied
JEAJHLJKEPD	BASE	applied_or_already_applied
JEALKLMLBLO	ParseLayer	applied_or_already_applied
JECKHBIIDDH	GetNodeX	applied_or_already_applied
JEDAJIIEBBP	VisitNode	applied_or_already_applied
JEDBJFMHGCH	IsPlayer	applied_or_already_applied
JEDGFBLAELN	_email	applied_or_already_applied
JEEEKOGCHMB	Node	applied_or_already_applied
JEGLOGBPCIK	ExecuteCommand	applied_or_already_applied
JEIJPLLOCLD	IsControlKeys	applied_or_already_applied
JEKNFBICDMN	_levelStep	applied_or_already_applied
JENMAIKGPNM	ToFloat	applied_or_already_applied
JENOBFIOAHD	HEAP_SIZE	applied_or_already_applied
JEPJBCIAJKA	AddTemplateName	applied_or_already_applied
JFDAFJIMFBC	VisualObjectType	applied_or_already_applied
JFFINEGLEEN	AnimationSpeed	applied_or_already_applied
JFJLNBJALDM	ClearRandomRules	applied_or_already_applied
JFJMCKNMKCK	SetScale	applied_or_already_applied
JFKLHGABCAN	PushToFile	applied_or_already_applied
JFLOHJIDGBD	AddBundleData	applied_or_already_applied
JFNJEPHKIDD	gf2_matrix_times	applied_or_already_applied
JFPEEMMKGAP	ApplyChangeFightRule	applied_or_already_applied
JGAJNNNLJBF	currentToken	applied_or_already_applied
JGEEEDKMKKH	output	applied_or_already_applied
JGFCECHPEEK	IsUninteruptIntervalEnd	applied_or_already_applied
JGFGLJOMFCL	_resistanceValue	applied_or_already_applied
JGFOFBPDLCE	_IsShock	applied_or_already_applied
JGGEFKPCLDH	_isStart	applied_or_already_applied
JGKALAILHCE	attachments	applied_or_already_applied
JGMEEDKLMGM	ToInt64	applied_or_already_applied
JGMLAFOPBBC	data	applied_or_already_applied
JHCEDEEADEF	set_IsPreAuthRequired	applied_or_already_applied
JHCGMHGANKG	SetRangeHeader	applied_or_already_applied
JHCOKLEGDNF	GetTableAttackChance	applied_or_already_applied
JHFIFGCAIFP	randLCG	applied_or_already_applied
JHHONHJOCEP	set_render	applied_or_already_applied
JHJLFGJOJDD	ReadChunkLength	applied_or_already_applied
JHJPEFFBMFM	ShopOverride	applied_or_already_applied
JHPEOJILIKI	PerkConditionBullets	applied_or_already_applied
JIBHCNGKIMF	GetWeight	applied_or_already_applied
JIDIGAOAGKG	depth	applied_or_already_applied
JIHCEIIDMGA	PhysicsNodes	applied_or_already_applied
JIJCBBGHICP	NameRule	applied_or_already_applied
JINIAJEBAEL	SetModelOnListening	applied_or_already_applied
JJIOADLDPPE	GooglePlayLicenseCheckError	applied_or_already_applied
JJKMCENDEHI	GetLoadTexture2DInternal	applied_or_already_applied
JJMMNLKNNFK	ToInt	applied_or_already_applied
JJNADEHHJNO	Encrypt	applied_or_already_applied
JJPGFOFLJNN	PerkConditionCurrentInterval	applied_or_already_applied
JKBDBDPDILJ	set_ExpirationVer	applied_or_already_applied
JKBEIEPBHOD	f	applied_or_already_applied
JKHGHDMDEGF	_randomRules	applied_or_already_applied
JKHIBMJDLOA	QuestActionNews	applied_or_already_applied
JKIBLIBEOFF	OnModelHit	applied_or_already_applied
JKJCKLPGKHG	op_Multiply	applied_or_already_applied
JKLGBMKAGNF	SetPositionY	applied_or_already_applied
JKLLGOCPPJD	number_format	applied_or_already_applied
JKNHDJLBJBJ	AttachFileModule	applied_or_already_applied
JLBMHANFILJ	IsPerkByNames	applied_or_already_applied
JLDDKHLGMLG	LineBufferPos	applied_or_already_applied
JLFPJDEELCB	ClearTables	applied_or_already_applied
JLIGEJBNAOP	IsRandom	applied_or_already_applied
JLINNJGCFOG	Module	applied_or_already_applied
JLJNELGOLBP	GetRedirectUri	applied_or_already_applied
JLLHEKOKBGL	_gameObject	applied_or_already_applied
JLOHJAHAJCM	get_IsRaidFight	applied_or_already_applied
JLOJJJDIICK	roundTotal	applied_or_already_applied
JLPEDBHGBEB	Low	applied_or_already_applied
JMBDIFGPCMP	SetSound	applied_or_already_applied
JMCPDENPHDO	round	applied_or_already_applied
JMDMECLJPIF	Target	applied_or_already_applied
